COUNTRY,FECHA,CONTAGIADOS,FALLECIDOS,RECUPERADOS,HOSPITALIZADOS,UCIs,IP,R0_7
BOLIVIA,08/03/2020,1,0,0,0,,1,
BOLIVIA,09/03/2020,1,0,0,0,,1,
BOLIVIA,10/03/2020,5,0,0,0,,5,
BOLIVIA,11/03/2020,3,0,0,0,,3,
BOLIVIA,12/03/2020,0,0,0,0,,0,
BOLIVIA,13/03/2020,2,0,0,0,,2,
BOLIVIA,14/03/2020,0,0,0,0,,0,
BOLIVIA,15/03/2020,1,0,0,0,,1,
BOLIVIA,16/03/2020,1,0,0,0,,1,
BOLIVIA,17/03/2020,1,0,0,0,,1,
BOLIVIA,18/03/2020,3,0,0,0,,3,
BOLIVIA,19/03/2020,2,0,0,0,,2,
BOLIVIA,20/03/2020,7,0,0,0,,7,
BOLIVIA,21/03/2020,3,0,0,0,,3,
BOLIVIA,22/03/2020,0,0,0,0,,0,
BOLIVIA,23/03/2020,1,0,0,0,,1,
BOLIVIA,24/03/2020,1,0,0,0,,1,
BOLIVIA,25/03/2020,7,0,0,0,,7,
BOLIVIA,26/03/2020,22,0,0,0,,22,
BOLIVIA,27/03/2020,13,0,0,0,,13,
BOLIVIA,28/03/2020,7,0,0,0,,7,
BOLIVIA,29/03/2020,7,3,0,0,,10,
BOLIVIA,30/03/2020,11,3,0,0,,14,
BOLIVIA,31/03/2020,8,1,0,0,,9,
BOLIVIA,01/04/2020,8,1,0,0,,9,
BOLIVIA,02/04/2020,9,1,0,0,,10,
BOLIVIA,03/04/2020,7,1,1,0,,7,
BOLIVIA,04/04/2020,18,0,1,0,,17,
BOLIVIA,05/04/2020,26,1,0,0,,27,
BOLIVIA,06/04/2020,11,3,0,0,,14,
BOLIVIA,07/04/2020,16,1,0,,,17,
BOLIVIA,07/04/2020,16,3,0,0,,19,
BOLIVIA,08/04/2020,54,1,0,,,55,
BOLIVIA,09/04/2020,4,1,0,,,5,
BOLIVIA,10/04/2020,7,1,0,,,8,
BOLIVIA,11/04/2020,25,4,0,,,29,
BOLIVIA,12/04/2020,30,3,0,,,33,
BOLIVIA,13/04/2020,24,1,4,,,21,
BOLIVIA,14/04/2020,43,0,1,,,42,
BOLIVIA,15/04/2020,44,1,7,,,38,
BOLIVIA,16/04/2020,24,2,12,,,14,
BOLIVIA,17/04/2020,28,0,5,,,23,
BOLIVIA,18/04/2020,27,1,0,,,28,
BOLIVIA,19/04/2020,44,1,0,,,45,
BOLIVIA,20/04/2020,34,1,6,,,29,
BOLIVIA,21/04/2020,11,3,7,,,7,
BOLIVIA,22/04/2020,63,3,0,,,66,
BOLIVIA,23/04/2020,31,3,10,,,24,
BOLIVIA,24/04/2020,104,1,9,,,96,
BOLIVIA,25/04/2020,59,2,12,,,49,
BOLIVIA,26/04/2020,84,4,6,,,82,
BOLIVIA,27/04/2020,64,3,19,,,48,
BOLIVIA,28/04/2020,39,2,29,,,12,
BOLIVIA,29/04/2020,57,4,7,,,54,
BOLIVIA,30/04/2020,57,1,5,,,53,
BOLIVIA,01/05/2020,62,6,2,,,66,
BOLIVIA,02/05/2020,241,11,25,,,227,
BOLIVIA,03/05/2020,124,5,7,,,122,
BOLIVIA,04/05/2020,87,6,8,,,85,
BOLIVIA,05/05/2020,121,4,13,,,112,
BOLIVIA,06/05/2020,84,5,11,,,78,
BOLIVIA,07/05/2020,195,11,21,,,185,
BOLIVIA,08/05/2020,185,4,8,,,181,
BOLIVIA,09/05/2020,171,8,21,,,158,
BOLIVIA,10/05/2020,119,3,15,,,107,
BOLIVIA,11/05/2020,275,5,26,,,254,
BOLIVIA,12/05/2020,133,6,14,,,125,
BOLIVIA,13/05/2020,184,14,26,,,172,
BOLIVIA,14/05/2020,224,10,17,,,217,
BOLIVIA,15/05/2020,205,12,78,,,139,
BOLIVIA,16/05/2020,249,1,39,,,211,
BOLIVIA,17/05/2020,262,4,20,,,246,
BOLIVIA,18/05/2020,175,5,10,,,170,
BOLIVIA,19/05/2020,218,15,30,,,203,
BOLIVIA,20/05/2020,438,10,20,,,428,
BOLIVIA,21/05/2020,268,16,8,,,276,
BOLIVIA,22/05/2020,392,15,14,,,393,
BOLIVIA,23/05/2020,336,10,34,,,312,
BOLIVIA,24/05/2020,348,10,20,,,338,
BOLIVIA,25/05/2020,397,11,18,,,390,
BOLIVIA,26/05/2020,476,2,30,,,448,
BOLIVIA,27/05/2020,632,17,12,,,637,
BOLIVIA,28/05/2020,619,13,49,,,583,
BOLIVIA,29/05/2020,344,7,11,,,340,
BOLIVIA,30/05/2020,861,10,140,,,731,
BOLIVIA,31/05/2020,390,3,97,,,296,
BOLIVIA,01/06/2020,549,30,146,,,433,
BOLIVIA,02/06/2020,460,33,166,,,327,
BOLIVIA,03/06/2020,647,24,209,,,462,
BOLIVIA,04/06/2020,607,15,151,,,471,
BOLIVIA,05/06/2020,483,12,76,,,419,
BOLIVIA,06/06/2020,630,27,168,,,489,
BOLIVIA,07/06/2020,285,10,184,,,111,
BOLIVIA,08/06/2020,306,10,73,,,243,
BOLIVIA,09/06/2020,695,12,31,,,676,
BOLIVIA,10/06/2020,637,25,71,,,591,
BOLIVIA,11/06/2020,884,21,111,,,794,
BOLIVIA,12/06/2020,764,26,59,,,731,
BOLIVIA,13/06/2020,913,26,337,,,602,
BOLIVIA,14/06/2020,617,26,345,,,298,
BOLIVIA,15/06/2020,614,21,317,,,318,
BOLIVIA,16/06/2020,810,27,322,,,515,
BOLIVIA,17/06/2020,802,20,250,,,572,
BOLIVIA,18/06/2020,814,18,318,,,514,
BOLIVIA,19/06/2020,977,18,350,,,645,
BOLIVIA,20/06/2020,1036,25,416,,,645,
BOLIVIA,21/06/2020,876,33,431,,,478,
BOLIVIA,22/06/2020,1105,47,47,,,1105,
BOLIVIA,23/06/2020,896,26,76,,,846,
BOLIVIA,24/06/2020,1098,30,20,,,1108,
BOLIVIA,25/06/2020,1016,37,37,,,1016,
BOLIVIA,26/06/2020,920,21,21,,,920,
BOLIVIA,27/06/2020,1253,36,36,,,1253,
BOLIVIA,28/06/2020,848,44,44,,,848,
BOLIVIA,29/06/2020,601,57,57,,,601,
BOLIVIA,30/06/2020,1094,52,52,,,227,
BOLIVIA,01/07/2020,1008,78,424,,,,
BOLIVIA,02/07/2020,1301,70,408,,,,
BOLIVIA,03/07/2020,1290,49,506,,,,
BOLIVIA,04/07/2020,1253,58,395,,,,
BOLIVIA,05/07/2020,1226,56,262,,,,
BOLIVIA,06/07/2020,1226,42,10691,,,,
BOLIVIA,07/07/2020,1036,54,11645,,,,
BOLIVIA,08/07/2020,1439,47,471,,,,
BOLIVIA,09/07/2020,1129,61,564,,,,
BOLIVIA,10/07/2020,1452,64,415,,,,
BOLIVIA,11/07/2020,1635,52,510,,,,
BOLIVIA,12/07/2020,1351,53,456,,,,
BOLIVIA,13/07/2020,1938,59,520,,,,
BOLIVIA,14/07/2020,1617,32,538,,,,
BOLIVIA,15/07/2020,1351,44,622,,,,
BOLIVIA,16/07/2020,1938,42,903,,,,
BOLIVIA,17/07/2020,1946,65,318,,,,
BOLIVIA,18/07/2020,2036,57,353,,,,
BOLIVIA,19/07/2020,1444,45,322,,,,
BOLIVIA,20/07/2020,1409,67,1,,,,
BOLIVIA,21/07/2020,1366,55,415,,,,
BOLIVIA,22/07/2020,1778,55,431,,,,
BOLIVIA,23/07/2020,1117,79,309,,,,
BOLIVIA,24/07/2020,1209,66,584,,,,
BOLIVIA,25/07/2020,1825,62,337,,,,
BOLIVIA,26/07/2020,1148,48,218,,,,
BOLIVIA,27/07/2020,1752,64,309,,,,
BOLIVIA,28/07/2020,1146,73,493,,,,
BOLIVIA,29/07/2020,1207,88,535,,,,
BOLIVIA,30/07/2020,1700,86,799,,,,
BOLIVIA,31/07/2020,1555,83,277,,,,
BOLIVIA,01/08/2020,2004,87,386,,,,
BOLIVIA,02/08/2020,1360,89,188,,,,
BOLIVIA,03/08/2020,1693,75,354,,,,
BOLIVIA,04/08/2020,1515,92,880,,,,
BOLIVIA,05/08/2020,1780,65,1047,,,,
BOLIVIA,06/08/2020,1282,80,936,,,,
BOLIVIA,07/08/2020,1468,59,766,,,,
BOLIVIA,08/08/2020,1164,163,765,,,,
BOLIVIA,09/08/2020,944,47,904,,,,
BOLIVIA,10/08/2020,1636,72,1015,,,,
BOLIVIA,11/08/2020,1693,49,930,,,,
BOLIVIA,12/08/2020,1743,66,1077,,,,
BOLIVIA,13/08/2020,1388,57,890,,,,
BOLIVIA,14/08/2020,1491,55,1003,,,,
BOLIVIA,15/08/2020,1196,64,915,,,,
BOLIVIA,16/08/2020,1198,45,853,,,,
BOLIVIA,17/08/2020,879,75,980,,,,
BOLIVIA,18/08/2020,1796,49,1152,,,,
BOLIVIA,19/08/2020,2031,61,1342,,,,
BOLIVIA,20/08/2020,1015,72,1146,,,,
BOLIVIA,21/08/2020,1370,61,1030,,,,
BOLIVIA,22/08/2020,992,76,1746,,,,
BOLIVIA,23/08/2020,722,67,1509,,,,
BRAZIL,26/02/2020,0,0,0,0,0,0,
BRAZIL,27/02/2020,0,0,0,0,0,0,
BRAZIL,28/02/2020,0,0,0,0,0,0,
BRAZIL,29/02/2020,1,0,0,0,0,1,
BRAZIL,01/03/2020,0,0,0,0,0,0,
BRAZIL,02/03/2020,0,0,0,0,0,0,
BRAZIL,03/03/2020,0,0,0,0,0,0,
BRAZIL,04/03/2020,1,0,0,0,0,1,
BRAZIL,05/03/2020,4,0,0,0,0,4,
BRAZIL,06/03/2020,6,0,0,0,0,6,
BRAZIL,07/03/2020,6,0,0,0,0,6,
BRAZIL,08/03/2020,6,0,0,0,0,6,
BRAZIL,09/03/2020,0,0,0,0,0,0,
BRAZIL,10/03/2020,9,0,0,0,0,9,
BRAZIL,11/03/2020,18,0,0,0,0,18,
BRAZIL,12/03/2020,25,0,0,0,0,25,
BRAZIL,13/03/2020,21,0,0,0,0,21,
BRAZIL,14/03/2020,23,0,0,0,0,23,
BRAZIL,15/03/2020,79,0,0,0,0,79,
BRAZIL,16/03/2020,34,0,0,0,0,34,
BRAZIL,17/03/2020,57,1,0,0,0,58,
BRAZIL,18/03/2020,137,3,0,0,0,140,
BRAZIL,19/03/2020,193,2,0,0,0,195,
BRAZIL,20/03/2020,283,5,0,0,0,288,
BRAZIL,21/03/2020,224,7,0,0,0,231,
BRAZIL,22/03/2020,418,7,0,0,0,425,
BRAZIL,23/03/2020,345,9,0,0,0,354,
BRAZIL,24/03/2020,310,12,0,0,0,322,
BRAZIL,25/03/2020,232,11,0,0,0,243,
BRAZIL,26/03/2020,482,20,0,0,0,502,
BRAZIL,27/03/2020,502,15,0,0,0,517,
BRAZIL,28/03/2020,486,22,0,0,0,508,
BRAZIL,29/03/2020,353,22,0,0,0,375,
BRAZIL,30/03/2020,323,23,0,0,0,346,
BRAZIL,31/03/2020,1138,42,0,0,0,1180,
BRAZIL,01/04/2020,1117,40,0,0,0,1157,
BRAZIL,02/04/2020,1076,58,0,0,0,1134,
BRAZIL,03/04/2020,1146,60,0,0,0,1206,
BRAZIL,04/04/2020,1222,73,0,0,0,1295,
BRAZIL,05/04/2020,852,54,0,0,0,906,
BRAZIL,06/04/2020,926,67,0,0,0,993,
BRAZIL,07/04/2020,1661,114,0,0,0,1775,
BRAZIL,08/04/2020,2210,133,0,0,0,2343,
BRAZIL,09/04/2020,1930,141,0,0,0,2071,
BRAZIL,10/04/2020,1781,115,0,0,0,1896,
BRAZIL,11/04/2020,1089,68,0,0,0,1157,
BRAZIL,12/04/2020,1442,99,0,0,0,1541,
BRAZIL,13/04/2020,1261,105,0,0,0,1366,
BRAZIL,14/04/2020,1832,204,0,0,0,2036,
BRAZIL,15/04/2020,3058,204,0,0,0,3262,
BRAZIL,16/04/2020,2105,188,0,0,0,2293,
BRAZIL,17/04/2020,3257,217,0,0,0,3474,
BRAZIL,18/04/2020,2917,206,0,0,0,3123,
BRAZIL,19/04/2020,2055,115,0,0,0,2170,
BRAZIL,20/04/2020,1927,113,0,0,0,2040,
BRAZIL,21/04/2020,2498,166,0,0,0,2664,
BRAZIL,22/04/2020,2678,165,0,0,0,2843,
BRAZIL,23/04/2020,3735,407,0,0,0,4142,
BRAZIL,24/04/2020,3503,357,0,0,0,3860,
BRAZIL,25/04/2020,5514,346,0,0,0,5860,
BRAZIL,26/04/2020,3379,189,0,0,0,3568,
BRAZIL,27/04/2020,4613,338,0,0,0,4951,
BRAZIL,28/04/2020,5385,474,0,0,0,5859,
BRAZIL,29/04/2020,6276,449,0,0,0,6725,
BRAZIL,30/04/2020,7218,435,0,0,0,7653,
BRAZIL,01/05/2020,5919,428,0,0,0,6347,
BRAZIL,02/05/2020,5097,395,0,0,0,5492,
BRAZIL,03/05/2020,4751,301,0,0,0,5052,
BRAZIL,04/05/2020,6633,296,0,0,0,6929,
BRAZIL,05/05/2020,6935,600,0,0,0,7535,
BRAZIL,06/05/2020,10503,614,0,0,0,11117,
BRAZIL,07/05/2020,9888,611,0,0,0,10499,
BRAZIL,08/05/2020,10222,749,0,0,0,10971,
BRAZIL,09/05/2020,10611,732,0,0,0,11343,
BRAZIL,10/05/2020,6760,496,0,0,0,7256,
BRAZIL,11/05/2020,5632,396,0,0,0,6028,
BRAZIL,12/05/2020,9258,881,0,0,0,10139,
BRAZIL,13/05/2020,11385,749,0,0,0,12134,
BRAZIL,14/05/2020,13944,844,0,0,0,14788,
BRAZIL,15/05/2020,15305,824,0,0,0,16129,
BRAZIL,16/05/2020,14919,816,0,0,0,15735,
BRAZIL,17/05/2020,7938,485,0,0,0,8423,
BRAZIL,18/05/2020,13140,674,0,0,0,13814,
BRAZIL,19/05/2020,17408,1179,0,0,0,18587,
BRAZIL,20/05/2020,19951,888,0,0,0,20839,
BRAZIL,21/05/2020,18508,1188,0,0,0,19696,
BRAZIL,22/05/2020,20803,999,0,0,0,21802,
BRAZIL,23/05/2020,16508,967,0,0,0,17475,
BRAZIL,24/05/2020,15813,653,0,0,0,16466,
BRAZIL,25/05/2020,11687,807,0,0,0,12494,
BRAZIL,26/05/2020,16324,1039,0,0,0,17363,
BRAZIL,27/05/2020,20599,1086,0,0,0,21685,
CHILE,08/04/2020,1,0,0,0,0,1,
CHILE,09/04/2020,2,0,0,0,0,2,
CHILE,10/04/2020,1,0,0,0,0,1,
CHILE,06/03/2020,1,0,0,0,0,1,
CHILE,07/03/2020,2,0,0,0,0,2,
CHILE,08/03/2020,3,0,0,0,0,3,
CHILE,09/03/2020,3,0,0,0,0,3,
CHILE,10/03/2020,4,0,0,0,0,4,
CHILE,11/03/2020,5,0,0,0,0,5,
CHILE,12/03/2020,10,0,0,0,0,10,
CHILE,13/03/2020,11,0,0,0,0,11,
CHILE,14/03/2020,18,0,0,0,0,18,
CHILE,15/03/2020,14,0,0,0,0,14,
CHILE,16/03/2020,80,0,0,0,0,80,
CHILE,17/03/2020,46,0,1,0,0,45,
CHILE,18/03/2020,65,0,2,0,0,63,
CHILE,19/03/2020,76,0,2,0,0,74,
CHILE,20/03/2020,92,0,1,0,0,91,
CHILE,21/03/2020,103,1,2,0,0,102,
CHILE,22/03/2020,95,0,0,0,0,95,
CHILE,23/03/2020,290,1,1,0,0,290,
CHILE,24/03/2020,90,0,1,0,0,89,
CHILE,25/03/2020,294,1,1,0,0,294,
CHILE,26/03/2020,304,0,6,0,0,298,
CHILE,27/03/2020,299,0,1,0,0,298,
CHILE,28/03/2020,230,0,8,0,0,222,
CHILE,29/03/2020,310,0,4,0,0,306,
CHILE,30/03/2020,289,0,67,0,0,222,
CHILE,31/03/2020,291,-1,2,0,0,288,
CHILE,01/04/2020,293,4,1,0,0,296,
CHILE,02/04/2020,373,0,23,0,0,350,
CHILE,03/04/2020,333,18,326,0,237,25,
CHILE,04/04/2020,424,5,101,0,43,328,
CHILE,05/04/2020,310,7,90,0,27,227,
CHILE,06/04/2020,344,3,110,0,20,237,
CHILE,07/04/2020,301,6,170,0,10,137,
CHILE,08/04/2020,430,5,217,0,25,218,
CHILE,09/04/2020,426,9,159,0,2,276,
CHILE,10/04/2020,529,8,297,0,23,240,
CHILE,11/04/2020,426,8,293,788,83,141,
CHILE,12/04/2020,286,7,195,5,1,98,
CHILE,13/04/2020,312,2,308,24,22,6,
CHILE,14/04/2020,356,12,570,22,7,-202,
CHILE,15/04/2020,356,0,0,241,0,356,
CHILE,16/04/2020,534,11,362,37,6,183,
CHILE,17/04/2020,445,11,322,22,8,134,
CHILE,18/04/2020,478,10,414,58,31,74,
CHILE,19/04/2020,358,7,303,25,78,62,
CHILE,20/04/2020,419,6,338,9,77,87,
CHILE,21/04/2020,325,8,293,81,96,40,
CHILE,22/04/2020,469,13,417,31,7,65,
CHILE,23/04/2020,516,8,418,18,12,106,
CHILE,24/04/2020,494,6,523,19,4,-23,
CHILE,25/04/2020,552,7,419,32,3,140,
CHILE,26/04/2020,473,8,278,24,3,203,
CHILE,27/04/2020,482,9,303,67,11,188,
CHILE,28/04/2020,552,9,383,29,2,178,
CHILE,29/04/2020,770,9,347,14,10,432,
CHILE,30/04/2020,888,11,523,54,1,376,
CHILE,01/05/2020,985,7,438,54,6,554,
CHILE,02/05/2020,1427,13,554,97,24,886,
CHILE,03/05/2020,1228,13,442,128,15,799,
CHILE,04/05/2020,980,10,401,69,6,589,
CHILE,05/05/2020,1373,5,295,117,16,1083,
CHILE,06/05/2020,1032,6,479,114,7,559,
CHILE,07/05/2020,1275,4,475,124,15,804,
CHILE,08/05/2020,1518,9,496,106,36,1031,
CHILE,09/05/2020,1247,10,507,103,21,750,
CHILE,10/05/2020,1641,8,445,84,9,1204,
CHILE,11/05/2020,1197,11,493,147,30,715,
CHILE,12/05/2020,1658,12,520,225,38,1150,
CHILE,13/05/2020,2660,11,740,187,21,1931,
CHILE,14/05/2020,2301,22,790,164,0,1533,
CHILE,15/05/2020,2502,26,959,164,48,1569,
CHILE,16/05/2020,1886,27,1400,185,40,513,
CHILE,17/05/2020,2353,29,1199,282,18,1183,
CHILE,18/05/2020,2278,28,952,263,38,1354,
CHILE,19/05/2020,3520,31,1342,185,69,2209,
CHILE,20/05/2020,4038,35,997,239,28,3076,
CHILE,21/05/2020,3964,45,1488,160,39,2521,
CHILE,22/05/2020,4276,41,1277,267,43,3040,
CHILE,23/05/2020,3536,43,1277,235,76,2302,
CHILE,24/05/2020,3712,45,1602,143,28,2155,
CHILE,25/05/2020,4895,43,1154,321,45,3784,
CHILE,26/05/2020,3964,45,1613,323,67,2396,
CHILE,27/05/2020,4328,35,2625,184,49,1738,
CHILE,28/05/2020,4656,49,2610,124,38,2095,
CHILE,29/05/2020,3695,54,2448,206,61,1301,
CHILE,30/05/2020,4220,53,1833,259,33,2440,
CHILE,31/05/2020,4830,57,2296,238,63,2591,
CHILE,01/06/2020,5471,59,2219,75,5,3311,
CHILE,02/06/2020,3527,75,0,176,24,3602,
CHILE,03/06/2020,4942,87,0,183,21,5029,
CHILE,04/06/2020,4664,81,0,72,25,4745,
CHILE,05/06/2020,4207,92,0,41,3,4299,
CHILE,06/06/2020,5246,93,0,119,34,5339,
CHILE,07/06/2020,6405,649,0,40,23,7054,
CHILE,08/06/2020,4696,74,0,147,4,4770,
CHILE,09/06/2020,3913,19,0,268,13,3932,
CHILE,10/06/2020,5737,192,0,170,28,5929,
CHILE,11/06/2020,5596,173,0,169,29,5769,
CHILE,12/06/2020,6794,222,0,101,9,7016,
CHILE,13/06/2020,6509,231,0,183,59,6740,
CHILE,14/06/2020,6938,222,0,92,8,7160,
CHILE,15/06/2020,5143,39,0,104,4,5182,
CHILE,16/06/2020,5013,21,0,145,67,5034,
CHILE,17/06/2020,4757,232,0,108,51,4989,
CHILE,18/06/2020,4475,226,0,29,66,4701,
CHILE,19/06/2020,6290,252,0,110,40,6542,
CHILE,20/06/2020,5355,202,0,78,45,5557,
CHILE,21/06/2020,5607,184,0,87,18,5791,
CHILE,22/06/2020,4608,23,0,38,5,4631,
CHILE,23/06/2020,3804,3,0,151,37,3807,
CHILE,24/06/2020,3649,226,0,12,32,3875,
CHILE,25/06/2020,4648,172,0,48,8,4820,
CHILE,26/06/2020,4296,165,0,20,4,4461,
CHILE,27/06/2020,4406,279,0,137,39,4685,
CHILE,28/06/2020,4216,162,0,7,39,4378,
CHILE,29/06/2020,4017,66,0,136,16,4083,
CHILE,30/06/2020,3394,113,0,51,31,3507,
ECUADOR,29/02/2020,1,0,0,0,,1,
ECUADOR,01/03/2020,5,0,0,0,,5,
ECUADOR,02/03/2020,1,0,0,0,,1,
ECUADOR,03/03/2020,0,0,0,0,,0,
ECUADOR,04/03/2020,3,0,0,0,,3,
ECUADOR,05/03/2020,3,0,0,0,,3,
ECUADOR,06/03/2020,1,0,0,0,,1,
ECUADOR,07/03/2020,0,0,0,0,,0,
ECUADOR,08/03/2020,1,0,0,0,,1,
ECUADOR,09/03/2020,0,0,0,0,,0,
ECUADOR,10/03/2020,2,0,0,0,,2,
ECUADOR,11/03/2020,0,0,0,0,,0,
ECUADOR,12/03/2020,2,0,0,0,,2,
ECUADOR,13/03/2020,4,1,0,0,,5,
ECUADOR,14/03/2020,5,1,0,0,,6,
ECUADOR,15/03/2020,9,0,0,0,,9,
ECUADOR,16/03/2020,21,0,0,0,,21,
ECUADOR,17/03/2020,53,0,0,0,,53,
ECUADOR,18/03/2020,57,1,0,0,,58,
ECUADOR,19/03/2020,92,1,3,0,,90,
ECUADOR,20/03/2020,166,3,0,0,,169,
ECUADOR,21/03/2020,106,0,0,0,,106,
ECUADOR,22/03/2020,257,7,0,0,,264,
ECUADOR,23/03/2020,192,4,0,0,,196,
ECUADOR,24/03/2020,101,9,0,0,,110,
ECUADOR,25/03/2020,129,2,0,0,,131,
ECUADOR,26/03/2020,192,5,0,0,,197,
ECUADOR,27/03/2020,224,7,0,0,,231,
ECUADOR,28/03/2020,208,7,0,0,,215,
ECUADOR,29/02/2020,1,0,,0,0,1,
ECUADOR,01/03/2020,5,0,,0,0,5,
ECUADOR,02/03/2020,1,0,,0,0,1,
ECUADOR,03/03/2020,0,0,,0,0,0,
ECUADOR,04/03/2020,3,0,,0,0,3,
ECUADOR,05/03/2020,3,0,,0,0,3,
ECUADOR,06/03/2020,1,0,,0,0,1,
ECUADOR,07/03/2020,0,0,,0,0,0,
ECUADOR,08/03/2020,1,0,,0,0,1,
ECUADOR,09/03/2020,0,0,,0,0,0,
ECUADOR,10/03/2020,2,0,,0,0,2,
ECUADOR,11/03/2020,0,0,,0,0,0,
ECUADOR,12/03/2020,2,0,,0,0,2,
ECUADOR,13/03/2020,4,1,,0,0,5,
ECUADOR,14/03/2020,5,1,,0,0,6,
ECUADOR,15/03/2020,9,0,,0,0,9,
ECUADOR,16/03/2020,21,0,,0,0,21,
ECUADOR,17/03/2020,53,0,,0,0,53,
ECUADOR,18/03/2020,57,1,,0,0,58,
ECUADOR,19/03/2020,92,1,,0,0,93,
ECUADOR,20/03/2020,166,3,,0,0,169,
ECUADOR,21/03/2020,106,0,,0,0,106,
ECUADOR,22/03/2020,257,7,,0,0,264,
ECUADOR,23/03/2020,192,4,,0,0,196,
ECUADOR,24/03/2020,101,9,,0,0,110,
ECUADOR,25/03/2020,129,2,,0,0,131,
ECUADOR,26/03/2020,192,5,,0,0,197,
ECUADOR,27/03/2020,224,7,,0,0,231,
ECUADOR,28/03/2020,208,7,,0,0,215,
ECUADOR,29/03/2020,89,10,,0,0,99,
ECUADOR,30/03/2020,42,4,,0,0,46,
ECUADOR,31/03/2020,336,17,,0,0,353,
ECUADOR,01/04/2020,456,19,,0,0,475,
ECUADOR,02/04/2020,405,22,,0,0,427,
ECUADOR,03/04/2020,205,25,,0,0,230,
ECUADOR,04/04/2020,97,27,,0,0,124,
ECUADOR,05/04/2020,181,8,,0,0,189,
ECUADOR,06/04/2020,101,11,,0,0,112,
ECUADOR,07/04/2020,248,29,,0,0,277,
ECUADOR,08/04/2020,455,22,,0,0,477,
ECUADOR,09/04/2020,515,30,,0,0,545,
ECUADOR,10/04/2020,2196,25,,0,0,2221,
ECUADOR,11/04/2020,96,18,,0,0,114,
ECUADOR,12/04/2020,209,18,,0,0,227,
ECUADOR,13/04/2020,63,22,,0,0,85,
ECUADOR,14/04/2020,74,14,,0,0,88,
ECUADOR,15/04/2020,255,19,,0,0,274,
ECUADOR,16/04/2020,367,15,,0,0,382,
ECUADOR,17/04/2020,225,18,,0,0,243,
ECUADOR,18/04/2020,572,35,,0,0,607,
ECUADOR,19/04/2020,446,18,,0,0,464,
ECUADOR,20/04/2020,660,33,,0,0,693,
ECUADOR,21/04/2020,270,13,,0,0,283,
ECUADOR,22/04/2020,452,17,,0,0,469,
ECUADOR,23/04/2020,333,23,,0,0,356,
ECUADOR,24/04/2020,0,16,,0,0,16,
ECUADOR,25/04/2020,0,0,,0,0,0,
ECUADOR,26/04/2020,0,0,,0,0,0,
ECUADOR,27/04/2020,0,0,,0,0,0,
ECUADOR,28/04/2020,0,0,,0,0,0,
ECUADOR,29/04/2020,417,12,,0,0,429,
ECUADOR,30/04/2020,259,17,,0,0,276,
ECUADOR,01/05/2020,1402,163,,0,0,1565,
ECUADOR,02/05/2020,1128,308,,0,0,1436,
ECUADOR,03/05/2020,2074,193,,0,0,2267,
ECUADOR,04/05/2020,2343,5,,0,0,2348,
ECUADOR,05/05/2020,0,0,,0,0,0,
ECUADOR,06/05/2020,2461,49,,0,0,2510,
ECUADOR,07/05/2020,878,36,,0,0,914,
ECUADOR,08/05/2020,1480,50,,0,0,1530,
ECUADOR,09/05/2020,253,13,,0,0,266,
ECUADOR,10/05/2020,488,410,,0,0,898,
ECUADOR,11/05/2020,50,18,,0,0,68,
ECUADOR,12/05/2020,910,182,,0,0,1092,
ECUADOR,13/05/2020,67,7,,0,0,74,
ECUADOR,14/05/2020,16,4,,0,0,20,
ECUADOR,15/05/2020,965,256,,0,0,1221,
ECUADOR,16/05/2020,1256,94,,0,0,1350,
ECUADOR,17/05/2020,459,48,,0,0,507,
ECUADOR,18/05/2020,400,63,,0,0,463,
ECUADOR,19/05/2020,569,40,,0,0,609,
ECUADOR,20/05/2020,703,49,,0,0,752,
ECUADOR,21/05/2020,452,51,,0,0,503,
ECUADOR,22/05/2020,522,117,,0,0,639,
ECUADOR,23/05/2020,430,40,,0,0,470,
ECUADOR,24/05/2020,498,12,,0,0,510,
ECUADOR,25/05/2020,599,95,,0,0,694,
ECUADOR,26/05/2020,301,18,,0,0,319,
ECUADOR,27/05/2020,447,54,,0,0,501,
ECUADOR,28/05/2020,368,38,,0,0,406,
ECUADOR,29/05/2020,100,21,,0,0,121,
ECUADOR,30/05/2020,272,12,,0,0,284,
ECUADOR,31/05/2020,255,12,,0,0,267,
ECUADOR,01/06/2020,896,36,,0,0,932,
ECUADOR,02/06/2020,420,44,,0,0,464,
ECUADOR,03/06/2020,552,48,,0,0,600,
ECUADOR,04/06/2020,609,48,,0,0,657,
ECUADOR,05/06/2020,531,58,,0,0,589,
ECUADOR,06/06/2020,622,16,,0,0,638,
ECUADOR,07/06/2020,392,13,,0,0,405,
ECUADOR,08/06/2020,258,21,,0,0,279,
ECUADOR,09/06/2020,539,48,,0,0,587,
ECUADOR,10/06/2020,523,30,,0,0,553,
ECUADOR,11/06/2020,642,48,,0,0,690,
ECUADOR,12/06/2020,696,60,,0,0,756,
ECUADOR,13/06/2020,578,46,,0,0,624,
ECUADOR,14/06/2020,395,22,,0,0,417,
ECUADOR,15/06/2020,571,33,,0,0,604,
ECUADOR,16/06/2020,621,41,,0,0,662,
ECUADOR,17/06/2020,547,37,,0,0,584,
ECUADOR,18/06/2020,607,80,,0,0,687,
ECUADOR,19/06/2020,634,69,,0,0,703,
ECUADOR,20/06/2020,452,43,,0,0,495,
ECUADOR,21/06/2020,457,24,,0,0,481,
